fips,country,state,county,level,lat,locationId,long,population,metrics,riskLevels,actuals,lastUpdatedDate 
19017,USA,IA,Bremer County,county,,iso1:us#iso2:us-ia#fips:19017,,25062,"{'testPositivityRatio': 0.135, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 129.3933901068208, 'contactTracerCapacityRatio': None, 'infectionRate': 1.4186314592700002, 'infectionRateCI90': 0.40215722635999973, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 3, 'icuHeadroomRatio': 4}","{'cases': 947, 'deaths': 10, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 50, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.29}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 57}",2020-11-06
19019,USA,IA,Buchanan County,county,,iso1:us#iso2:us-ia#fips:19019,,21175,"{'testPositivityRatio': 0.099, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 90.40310339011637, 'contactTracerCapacityRatio': None, 'infectionRate': 1.1916606186499998, 'infectionRateCI90': 0.4671149778300001, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 4}","{'cases': 623, 'deaths': 5, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 120, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.14}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 29}",2020-11-06
19021,USA,IA,Buena Vista County,county,,iso1:us#iso2:us-ia#fips:19021,,19620,"{'testPositivityRatio': 0.11599999999999999, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 94.6555992427552, 'contactTracerCapacityRatio': None, 'infectionRate': 1.14610100423, 'infectionRateCI90': 0.4688598615499999, 'icuHeadroomRatio': 0.5966956521739131, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 2, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 1}","{'cases': 2432, 'deaths': 12, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 35, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.37}, 'icuBeds': {'capacity': 5, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 36}",2020-11-06
19023,USA,IA,Butler County,county,,iso1:us#iso2:us-ia#fips:19023,,14439,"{'testPositivityRatio': 0.084, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 94.98085542132914, 'contactTracerCapacityRatio': None, 'infectionRate': 1.23225329349, 'infectionRateCI90': 0.5673608945100002, 'icuHeadroomRatio': None, 'icuHeadroomDetails': None}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 4}","{'cases': 506, 'deaths': 3, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'icuBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 24}",2020-11-06
19025,USA,IA,Calhoun County,county,,iso1:us#iso2:us-ia#fips:19025,,9668,"{'testPositivityRatio': 0.084, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 130.03132572847093, 'contactTracerCapacityRatio': None, 'infectionRate': 1.12222133535, 'infectionRateCI90': 0.59561740418, 'icuHeadroomRatio': 0.30016806722689077, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 0}","{'cases': 414, 'deaths': 5, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.14}, 'icuBeds': {'capacity': 2, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.02}, 'newCases': 18}",2020-11-06
19027,USA,IA,Carroll County,county,,iso1:us#iso2:us-ia#fips:19027,,20165,"{'testPositivityRatio': 0.159, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 109.80836668910064, 'contactTracerCapacityRatio': None, 'infectionRate': 1.0604981944499998, 'infectionRateCI90': 0.3639093791299999, 'icuHeadroomRatio': 0.37599999999999995, 'icuHeadroomDetails': {'currentIcuCovid': 2, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 0}","{'cases': 1364, 'deaths': 13, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 116, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.33}, 'icuBeds': {'capacity': 6, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.21}, 'newCases': 40}",2020-11-06
19029,USA,IA,Cass County,county,,iso1:us#iso2:us-ia#fips:19029,,12836,"{'testPositivityRatio': 0.172, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 138.00471887103237, 'contactTracerCapacityRatio': None, 'infectionRate': 1.02265145111, 'infectionRateCI90': 0.45111151661000015, 'icuHeadroomRatio': 0.3253846153846154, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 0}","{'cases': 547, 'deaths': 7, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 33, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.37}, 'icuBeds': {'capacity': 4, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.04}, 'newCases': 16}",2020-11-06
19031,USA,IA,Cedar County,county,,iso1:us#iso2:us-ia#fips:19031,,18627,"{'testPositivityRatio': 0.141, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 75.15971439308531, 'contactTracerCapacityRatio': None, 'infectionRate': 1.0141482625799998, 'infectionRateCI90': 0.46005723588000036, 'icuHeadroomRatio': None, 'icuHeadroomDetails': None}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 4}","{'cases': 607, 'deaths': 8, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'icuBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 32}",2020-11-06
19033,USA,IA,Cerro Gordo County,county,,iso1:us#iso2:us-ia#fips:19033,,42450,"{'testPositivityRatio': 0.05, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 109.3723708564698, 'contactTracerCapacityRatio': None, 'infectionRate': 1.40788663015, 'infectionRateCI90': 0.25488159724000004, 'icuHeadroomRatio': 0.2758909853249476, 'icuHeadroomDetails': {'currentIcuCovid': 2, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 8, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 3, 'icuHeadroomRatio': 0}","{'cases': 1830, 'deaths': 29, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 586, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.58}, 'icuBeds': {'capacity': 18, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.68}, 'newCases': 108}",2020-11-06
19035,USA,IA,Cherokee County,county,,iso1:us#iso2:us-ia#fips:19035,,11235,"{'testPositivityRatio': 0.171, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 108.08061542373957, 'contactTracerCapacityRatio': None, 'infectionRate': 1.06545295395, 'infectionRateCI90': 0.6322651342500001, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 4}","{'cases': 498, 'deaths': 3, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 83, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.72}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 24}",2020-11-06
19037,USA,IA,Chickasaw County,county,,iso1:us#iso2:us-ia#fips:19037,,11933,"{'testPositivityRatio': 0.10099999999999999, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 76.6182614837605, 'contactTracerCapacityRatio': None, 'infectionRate': 1.09251629185, 'infectionRateCI90': 0.6426022981900001, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 4}","{'cases': 437, 'deaths': 1, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 18, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.39}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 11}",2020-11-06
19039,USA,IA,Clarke County,county,,iso1:us#iso2:us-ia#fips:19039,,9395,"{'testPositivityRatio': 0.132, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 44.096403862236755, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 386, 'deaths': 3, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.28}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 11}",2020-11-06
19041,USA,IA,Clay County,county,,iso1:us#iso2:us-ia#fips:19041,,16016,"{'testPositivityRatio': 0.175, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 90.08848294562581, 'contactTracerCapacityRatio': None, 'infectionRate': 1.07209362048, 'infectionRateCI90': 0.5485800214300001, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 4}","{'cases': 660, 'deaths': 4, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 99, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.39}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 35}",2020-11-06
19043,USA,IA,Clayton County,county,,iso1:us#iso2:us-ia#fips:19043,,17549,"{'testPositivityRatio': 0.064, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 131.0615989515072, 'contactTracerCapacityRatio': None, 'infectionRate': 1.29203275094, 'infectionRateCI90': 0.3853972430699999, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 4}","{'cases': 654, 'deaths': 3, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 50, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.12}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 32}",2020-11-06
19045,USA,IA,Clinton County,county,,iso1:us#iso2:us-ia#fips:19045,,46429,"{'testPositivityRatio': 0.08900000000000001, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 76.61467740297782, 'contactTracerCapacityRatio': None, 'infectionRate': 1.2950301269700002, 'infectionRateCI90': 0.30913257161999974, 'icuHeadroomRatio': 0.3249714285714286, 'icuHeadroomDetails': {'currentIcuCovid': 2, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 3, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 0}","{'cases': 1815, 'deaths': 30, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 265, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.25}, 'icuBeds': {'capacity': 10, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.51}, 'newCases': 84}",2020-11-06
19047,USA,IA,Crawford County,county,,iso1:us#iso2:us-ia#fips:19047,,16820,"{'testPositivityRatio': 0.174, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 88.1886642885454, 'contactTracerCapacityRatio': None, 'infectionRate': 1.0336442349, 'infectionRateCI90': 0.5355393705, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 4}","{'cases': 1477, 'deaths': 15, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.23}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 22}",2020-11-06
19049,USA,IA,Dallas County,county,,iso1:us#iso2:us-ia#fips:19049,,93453,"{'testPositivityRatio': 0.08199999999999999, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 73.68104058418977, 'contactTracerCapacityRatio': None, 'infectionRate': 1.3525212354499998, 'infectionRateCI90': 0.25970402289000005, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 4, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 4}","{'cases': 4060, 'deaths': 51, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.08}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 133}",2020-11-06
19051,USA,IA,Davis County,county,,iso1:us#iso2:us-ia#fips:19051,,9000,"{'testPositivityRatio': 0.078, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 77.77777777777779, 'contactTracerCapacityRatio': None, 'infectionRate': 1.2128465234799999, 'infectionRateCI90': 0.7052686097799998, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 4}","{'cases': 237, 'deaths': 4, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.09}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 10}",2020-11-06
19053,USA,IA,Decatur County,county,,iso1:us#iso2:us-ia#fips:19053,,7870,"{'testPositivityRatio': 0.10800000000000001, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 81.68451624614268, 'contactTracerCapacityRatio': None, 'infectionRate': 1.00188503797, 'infectionRateCI90': 0.7400938468800002, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 4}","{'cases': 207, 'deaths': 0, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.22}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 4}",2020-11-06
19055,USA,IA,Delaware County,county,,iso1:us#iso2:us-ia#fips:19055,,17011,"{'testPositivityRatio': 0.196, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 114.2118125246689, 'contactTracerCapacityRatio': None, 'infectionRate': 1.04230836315, 'infectionRateCI90': 0.40100323091, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 4}","{'cases': 966, 'deaths': 16, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.3}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 32}",2020-11-06
19057,USA,IA,Des Moines County,county,,iso1:us#iso2:us-ia#fips:19057,,38967,"{'testPositivityRatio': 0.124, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 114.74911005282858, 'contactTracerCapacityRatio': None, 'infectionRate': 1.2013426397799998, 'infectionRateCI90': 0.26948941808000026, 'icuHeadroomRatio': 0.4047222222222222, 'icuHeadroomDetails': {'currentIcuCovid': 3, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 3, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 0}","{'cases': 1831, 'deaths': 13, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 213, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.48}, 'icuBeds': {'capacity': 12, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.49}, 'newCases': 81}",2020-11-06
19059,USA,IA,Dickinson County,county,,iso1:us#iso2:us-ia#fips:19059,,17258,"{'testPositivityRatio': 0.129, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 85.26066586096717, 'contactTracerCapacityRatio': None, 'infectionRate': 1.09012250495, 'infectionRateCI90': 0.4738747099399998, 'icuHeadroomRatio': 0.8855072463768117, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 1, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 3}","{'cases': 898, 'deaths': 9, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 49, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.2}, 'icuBeds': {'capacity': 3, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 22}",2020-11-06
19061,USA,IA,Dubuque County,county,,iso1:us#iso2:us-ia#fips:19061,,97311,"{'testPositivityRatio': 0.165, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 120.67348134185387, 'contactTracerCapacityRatio': None, 'infectionRate': 1.1598538095, 'infectionRateCI90': 0.15697076863999992, 'icuHeadroomRatio': 0.847843137254902, 'icuHeadroomDetails': {'currentIcuCovid': 10, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 5, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 3}","{'cases': 6333, 'deaths': 66, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 470, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.52}, 'icuBeds': {'capacity': 18, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.53}, 'newCases': 206}",2020-11-06
19063,USA,IA,Emmet County,county,,iso1:us#iso2:us-ia#fips:19063,,9208,"{'testPositivityRatio': 0.115, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 65.16072980017377, 'contactTracerCapacityRatio': None, 'infectionRate': 0.820866827489, 'infectionRateCI90': 0.6901974482409999, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 0, 'icuHeadroomRatio': 4}","{'cases': 496, 'deaths': 21, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.22}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 10}",2020-11-06
19065,USA,IA,Fayette County,county,,iso1:us#iso2:us-ia#fips:19065,,19650,"{'testPositivityRatio': 0.096, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 87.24100327153762, 'contactTracerCapacityRatio': None, 'infectionRate': 1.1932032051700001, 'infectionRateCI90': 0.5356777875899998, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 4}","{'cases': 527, 'deaths': 6, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 50, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.14}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 16}",2020-11-06
19067,USA,IA,Floyd County,county,,iso1:us#iso2:us-ia#fips:19067,,15642,"{'testPositivityRatio': 0.061, 'testPositivityRatioDetails': {'source': 'CMSTesting'}, 'caseDensity': 66.67031983487679, 'contactTracerCapacityRatio': None, 'infectionRate': 1.21816588315, 'infectionRateCI90': 0.6408291752400002, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 4}","{'cases': 536, 'deaths': 11, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.31}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 23}",2020-11-06
